user_id,rec
1637,"[ 1014948  1126899 12349795  1070820  1121393   983584  1104349  1028891
  5590613  1000237  1044188  1094308   835973  1115175  5568249  1020581
   916993  1081177   960732  1062128  1076056  5569374  5568378   949294
   917033   914318  1070845  1138443  1130375  6533362   996028   913210
  1019643   865174  1127716  1070272  1051211   885290  1122358   891961
  1112238  1102067   995478  1121384  6533936  1051323  8090536  8020001
   825994   861279  9245106  8291322   860248  1027168   906838  1097001
   824758   954966   833724  5569471  1055503   887102  8090532  5585510
   957736  8177622   916990   897954  1082212  6533608  6534030   844179
  1044078   985999  1131488 10344585   944534  1127831   866211   916122
   966684  1002771  1070497  1074333  1048507  1005274   917816   823704
  5567702  5568729   944836  1128240  1046756   952972  1006878   883003
 12811532 12262830  1071342   938300]"
1638,"[ 1138443  1004906  1126899   854852   854754   866211   916122  1127831
  1024306   846823  1121384  1105488   999198  1127758   857006  1070820
   986912  1068719  1022254  6548453  6602729   919423   871061  1131344
   846417  1093413   845307  1044078   996028  1051323  1014948   825994
  1000753   823704   892531   957951  1100972   866871   981086  8203834
  1135476   890695   999104   901062   961979  1083787  1127179  8177622
  8273833 12811532  1128016  1072523   964521  1128240  1026118   860248
  1013167   956486   910673  6034857   878996  5568729  1025611  6602697
  5585510   965267   957736   944534   933835   985999  1133254   844179
   906923   944137   998119   965842   999779   866755   880150  1072968
   887102   916993   860299   972143  1023720  1055504   930118  1087102
   953561 12810393   883003  1081177  1115175   854405   865174   952163
   836445 12946027  1070845   897954]"
1640,"[ 1106523   823704   916122  1082185  1075368  1101010   965766  1132771
  1122358  5568378  8090521  1040807  1037840   866211   909714 12301100
   949294   916990   896862   857503  8090532   865456   910032  5569327
  1097001  8065410 12301109   926905   882247  1013928  1042438  1067695
  1081177  1127831  1043751  8090513  1074754  1018740 12302069   982790
   861279   921504  1053754  1133254  1131438   999714  1135222  6442594
  1126899   933835   983584   899624  1051211  1044078   989069   849202
  8090509   850102  8090537   904129  1094308   852856  1137775   825365
   936355  1002771 12301839   998206   971922  5568197  5590613   907631
 12810393   999858  1123022   865528   910473  1105301   829001  9836106
  1070272  1137346   832678   845307  1046545   859154   892531   902172
  1087102  1012587  9677236  1046587   839419  1020581  5587656  1070497
  1115175  1075214   935317   906923]"
1641,"[ 1126899   944137  1127758   854852  1029743  1070820  1098844   899624
   976199  5563693  1026118  6034857   965842   895166   916993  1046756
 12946027   880150   880427   866211   847573  1133254   933835   916122
   854754  1055504  1069003   937292  1025611  1127831  1122358  1055425
   944836   863447   857503  1070702  1074333  5569471  9835509  6602697
   944534  5585510  1072523  1093413  1046587   878996   964521   836445
   908318  1000753   910673  5568197   854405  1027168   897954   850102
   865705   830503  1006878   892531 12731714   852856   930118  7441210
   904997   856827  1022428   902094  1053754   857006   859154 12263692
  5981072   831628  1083787  1099089  8293447   839419  8273833 12262778
  1115576  1115175   960732  1071342   981086   972143  1068292   887102
   948650   846823   874972   825749 12811532   871061   845307   823990
   865174  1135222  1020581  1135476]"
1642,"[1106523 1070820 1082185 1008547  916122  934399 1105488 1055504 1029743
 1081177 1004906 1098248  866211  878996  838186  899624  999104  824180
 1026118  854852 1127831  951412 1062002  998119  901062  985999  930118
 1023720 1046545  965267  906923 9553288  983584 9242918 1122358 6548453
 1098844  872137  848319  999198 1072523 1002771 8090440  852856 8065410
 5568729 1127179  976199  913210 7024990  909714  957736  824758  941361
 1068292  846417 1100972  933835  892531 1079987  857503 5569471  944137
  933637 5569230  996070 1112238  834117  954966 8177622  995965  995896
  907099 1057102  910032 1014948  902094 1071342  854405 1053754 1135476
  835098 1070497  860299 1135258  961979  917816 1076056 5569327  996028
  993638 6034857  901666 5585510  857006  952163  844179  866871  897954
 1024306]"
1643,"[  897954   948650   916122  1106523  1029743  1122358  5568378  1044078
   899624   913210  1027168   863447  5585701  1025535  1043751 12648296
 12384775  5591170   885863  1113111  1038663   926905  1016800   893018
  1099089  5569327  1012587  1070272   917033   983584   986912  1126899
  1070820   904129   839419  1018740  1023720  1137346   856252  5569845
   996028   866878   829291   995628  1089954   944486   831628   847573
 12301100  1042942  1075214   906838   917816  1046545   985999  5587656
   834117   857503   825365   868683   880150  5590613  1074754  1021116
  1018007   944139   902094  5569471   848029  1131438   861279   993638
   844179   999779   854405  1042544  1101010   970747  6442594   887474
  1133254   963971   948670   904997  1138292   969568  1135258  1048507
  1020581   890695  1051323   935317   990797  1119761  1094308  1081177
  5569230   949294   850102   823990]"
1644,"[  854852  1082185  1029743  5569230  1128016  1020581  1070820  1126899
  1075368  1037840   902094  1112238   819978   885290   882247   963971
   859191   934639  1006184   960732   825994  5570383   972665  8090509
   861279  1016800   882604  9833277  1040807   847573   904997   874972
   832678   946995   868683   860248  1123842   899624  7441210  6463742
   941361   999198  5591083  1079987   892314   944836 12731436   909268
   957063   825343 12811532   878715   944137   879504   823704  9296919
  1012587   968072 12810422   896085   933835   823721   910032   835278
  1070702   890695  1089954   854405  1072523   904129   946839  1055425
   827656  1044078   957951  1056509 12810393  1137346   985999  8090521
   880150   916122  5569845   998119   844179   825749  9707240  1004906
   965267  5568489   897954  1021324   908318  1069003   926905  1122358
  5569471   857503  1023720   940947]"
1645,"[  866211  6034857   951412  1127831   976199  1108094   944534  9835509
   878996  1126899  1106523   985999   872137   854852  1104343  6534480
   848319   995965   901062 12946027   965842   865456  1081177   909714
  1006184   880150  1051468   916122   933835  1055504 12810393  1098284
   844179   944836   878715  8090537  8090536   890695   857503  6602697
  1105488  5569230   835098  5569471  1050851   839656   933067  1100972
 12810422  1034176  1065538   830503   856942  1000237  1101706   908318
   829852  1000753  1027168   825365  1057102  6602729   999858   897954
   930118  1022428   997796   995478  9242918   957951  8273833  1131438
  5569845  5578547   991223   952972   996028   891961   970747  5585701
  6534077 12301073 12301405  8291322   999198   944137  9245106 12349795
   825749  6463742 12384775 12811532   953561  1013167   981086  7024990
   965267  1135476  1055503   860299]"
1646,"[ 1029743  1126899   983584  1105917   862799   834117  8090537  1106523
  1022254   872137   919534   976199   854852  5563693   998119   999270
  1075214   874972  1072968   896862   848319   951412   913210  1044078
   865456   951197   916122  1005274   919423  1041796  8065410   937292
  9835903  1122358   844179   871756  5569230  5568729   832678  8090521
  1070702   907631  1028891  1038985  1062128  1000753   893018   878996
  1027168   933067   908318  8090440   892531  1042438  8090532  1043751
   931255   850102  8090509   999858   865705   896613  1065538   993638
   871611   972665 10149640  1042942  1110218  7441210   995896   957951
  1042907   839419  1018007   999714  1135258  8090539   982790  1085983
   859191 12262778   841220 12810391   957736   823704   961979   999250
  1115175   998444  1044759   829291   834826  1074754   865528   930666
  1135222  1029894  1020581  5592888]"
1647,"[ 1057102  1106523  1126899   848319   983584   872137  1121393  9242918
  1092303  1070820   907631  1023720  1046756   925862   823990  1127179
   938300  5591170   844179  5578547   866211   930118  1127831   916122
  7024990   951412 12262778   833724  6463742   982469  1137346   891961
   860299  1119761   926905   832678   971922  1136719   874972   892314
   907099 12731714  1005274   995965  6463775  1055425  8090521  1131344
   968072  1130858   910673  1000237 12810393   866871   824180  5568489
  7441210   953561  1101706  1062128  1019643  1080853   903800   995478
  6034857   976199   910032   880427  1026118  1138443  1050851  1115576
  1027168   908283 12263692   944836  1135476   965842   946839 12262830
   901776  5569230  1105917   961979   887102   839656   957951  1048257
  1016800   871756  6391381  1104343   909268  1131438   944486  1044078
  1119405   827656   852856   829291]"
1648,"[ 1106523  1132771  1082185  1122358   983584   899624   854852  1087102
  5569230   844179  1044078   883003   916122  5568378  1081177  5569471
  5569327   971922  1042907  1072968   823990  1028995  1020581   848029
  1043751  9245106   944534   828106   885863 12301109   985999  1128240
  9833277   999779 12301405   952163   961979   861279  1023720 12301100
   970747   835098  9553397   825343  8090440   917816  1070820  1026118
   933835  1037840   986912   838186  1018740   863447  1135258 12810393
  1046545  8020001   831628   921504   897954   819978  1101010  9553288
   896613   857503  5585510  5569845  1004906   965267  1113111  1070272
   999250  6442594  1137775 12810422  1071342  1119761   947858   880150
 12302069  5568729   965766 12811532   847573  1055503   999858   866878
   940947   910473  1125278   996070   993638  9677236  1040807   845307
 10344585  1082212  1068292 12810391]"
1649,"[ 1106523  1022254  1098844   854852   916122  1082185  1051516  1062002
   866211   965766  6391381  1044078   901062   883003   897954  1081177
  6602729   871611  1127831  8090532   878996 12810393   866871   909714
  6034857   951412   961979   996028   980823  8203834   933637  1023720
  7024990   965267  1020581  1126899  1121393  6548453   909268 12810422
  1072799   880150   910473  1092303  9553288  1051468   991223   916993
   880427  9245106  1079987  1135476   866878   934639   908318   941361
  1132771   998444   999250   965842 12811532   871756   916990  1000753
   944836  8090521  1005274   971922   859427  6602697   844179   944534
  1125278  8090537   906923   996070   995478  1057102   823704   970747
   860299  1080853  1128240  1135258   985999  1127179   930118   952163
  1026118   901666  1055504  1024306  1098248  1004906   953561   857503
   921504   896613   857006  1105488]"
1650,"[ 6034857   866211   944137  1081177   854754   854852   863447   944836
  5568729   991223  1051516   909714   865456   951412  1000753  1105488
  6464086  6602697   839419   874972  6602729  1024306   854405   878996
  6548453   882247  1043751   848029  1101706  1080853   866871  1023720
   965267  1029743  1126899  1106523   979707  1022254  1098844  9242918
   865174   916993   904997   906923  5568378  6552253  1046545  1104343
  5585510  6391381  1026118   901062   930118  1127179   941361  1004906
  1055425 12946027  1046756  8065410   965842  1098248  7024990   899624
  1119405   995478  1127831   857503  1055504   871061  1051468   887102
   948650  1000237  5578547  1135476  1062002   968072   861279  1108094
  1057102   825343   859427   828106   995896  1058404   857006   823704
   860299   835098 12262778  1070702   896613   971922   901666 12263692
   871611   997796   989069   847573]"
